text,label
Эмне болуп жатат?,Kyrgyz
Perfect,English
Можно обсудить?,Russian
What are you waiting for?,English
Эртең жолугалы,Kyrgyz
Кайтып кел,Kyrgyz
Байланышта бололу,Kyrgyz
Ты уже спишь?,Russian
Эмне жейбиз?,Kyrgyz
Это важно,Russian
Are you serious?,English
Сураныч,Kyrgyz
Ты опоздал,Russian
Уже вечер,Russian
Хороший день сегодня,Russian
Тебе идёт эта одежда,Russian
Ты спишь?,Russian
Мен сени түшүнөм,Kyrgyz
I'm tired,English
Баары жакшы,Kyrgyz
Мен сага жардам берем,Kyrgyz
That's funny,English
Я люблю путешествовать,Russian
Let's do it together,English
Сүйлөшкүлө,Kyrgyz
Бул кимдин?,Kyrgyz
Maybe,English
Эртең кетем,Kyrgyz
Where have you been?,English
Do you like it?,English
Пойдём вместе,Russian
Жолукканча,Kyrgyz
Мне всё равно,Russian
Менин сүйүктүү тамагым,Kyrgyz
Мен угуп жатам,Kyrgyz
This is interesting,English
Take your time,English
Можно с тобой?,Russian
Я занят делами,Russian
Ты меня понял?,Russian
I'm going to bed,English
Кеттик,Kyrgyz
Мага кол кабыш кыл,Kyrgyz
Түн ичинде келем,Kyrgyz
Бүттү,Kyrgyz
Когда встретимся?,Russian
Бирге баралы,Kyrgyz
Бүгүн кандай күн?,Kyrgyz
I'm at home,English
Я слышал,Russian
Text me later,English
Мен даярмын,Kyrgyz
Пойдём вместе,Russian
Сага рахмат,Kyrgyz
You made it,English
Мен барайын,Kyrgyz
All good,English
Это просто,Russian
Давай вместе,Russian
What time should we meet?,English
Ты свободен сейчас?,Russian
Do you like it?,English
Мне срочно надо,Russian
I don't think so,English
Let's order food,English
Когда вернёшься?,Russian
Спокойной ночи,Russian
Это возможно сделать?,Russian
You're welcome,English
I'm at school,English
Я подумаю об этом,Russian
Будем смотреть фильм?,Russian
It's hard,English
I'm excited,English
Проводи меня,Russian
Бүгүн жуманын кайсы күнү?,Kyrgyz
Can I call you?,English
See you next time,English
You're welcome to join,English
What's your plan?,English
Пойдём гулять,Russian
Сенин атың ким?,Kyrgyz
Түшүнүктүү,Kyrgyz
Саламатсызбы,Kyrgyz
Качан бош болосуң?,Kyrgyz
Чоң рахмат сага,Kyrgyz
Кайтып кел,Kyrgyz
Отличная идея,Russian
Can we talk?,English
That sounds good,English
Келгиле чай ичели,Kyrgyz
I hope not,English
I'm at the store,English
Как добраться?,Russian
Я не понял,Russian
Do you work here?,English
Рахмат,Kyrgyz
Бүгүн бошсуңбу?,Kyrgyz
Ты свободен сейчас?,Russian
Эмне кабар?,Kyrgyz
I'm hungry,English
Көрүшкөнчө,Kyrgyz
Это просто,Russian
Я не удивлён,Russian
Что будешь пить?,Russian
Жакшы эс алдыңбы?,Kyrgyz
Ты любишь спорт?,Russian
Мен бошмун,Kyrgyz
I agree with you,English
Кечинде жолугалы,Kyrgyz
Это было круто,Russian
Телефон номериңди берчи,Kyrgyz
Do you work here?,English
Эртең саат канчада?,Kyrgyz
Обязательно,Russian
See you at night,English
All the best,English
Эмнеге?,Kyrgyz
Let's go together,English
Кайтып кел,Kyrgyz
I'm here,English
Ты мне нравишься,Russian
Сен эмне ойлойсуң?,Kyrgyz
Я тебе напишу,Russian
It's up to you,English
Я тоже хочу,Russian
Good luck,English
What's wrong?,English
Where have you been?,English
Жакшы дем алыш,Kyrgyz
Я рад тебя слышать,Russian
Ты уже поел?,Russian
I like your style,English
What a day!,English
Дагы бир жолу,Kyrgyz
До скорого,Russian
Эмне керек?,Kyrgyz
Have a seat,English
Я устал сильно,Russian
Проводи меня,Russian
Какой сегодня день?,Russian
Бүгүн бошсуңбу?,Kyrgyz
Поможешь мне?,Russian
Эмнеге болбосун,Kyrgyz
I'm happy,English
Түн ичинде келем,Kyrgyz
That's funny,English
See you soon,English
У меня всё хорошо,Russian
Ты отлично выглядишь,Russian
Завтра встретимся,Russian
Good choice,English
Ты опоздаешь,Russian
Сүйүнүчтүү кабар,Kyrgyz
Я устал сильно,Russian
Good to see you,English
Түн тынч болсун,Kyrgyz
Баары жайындабы?,Kyrgyz
I believe you,English
Take a rest,English
Я голоден,Russian
Сен эмне ойлойсуң?,Kyrgyz
Is it possible?,English
Of course,English
You're cool,English
Дүкөндөн эмне алабыз?,Kyrgyz
I like your style,English
Жакшы укта,Kyrgyz
Аягына чейин,Kyrgyz
Text me,English
Let's have lunch,English
Я тебе верю,Russian
Не забудь про меня,Russian
Болсун эми,Kyrgyz
Кандайсың?,Kyrgyz
Чын айтам,Kyrgyz
Жол жакшы болсун,Kyrgyz
Where do you want to go?,English
Жол жакшы болсун,Kyrgyz
Когда приедешь?,Russian
Мага кат жаз,Kyrgyz
How long will it take?,English
Будь внимателен,Russian
Жолугушууну унутпа,Kyrgyz
Аман-эсен бар,Kyrgyz
Я только пришёл,Russian
Жолукканча,Kyrgyz
Что будем есть?,Russian
Ты слышал новости?,Russian
Be careful,English
How was your day?,English
Я почти готов,Russian
What time is it?,English
Я устал сильно,Russian
Дүкөнгө барасыңбы?,Kyrgyz
Кечинде эмне кылабыз?,Kyrgyz
Бүгүн кайда жолугабыз?,Kyrgyz
Можно тебя спросить?,Russian
У тебя есть время?,Russian
Let's meet,English
Good choice,English
Келесиңби?,Kyrgyz
Жакшы сөз айткыла,Kyrgyz
Кечиресиз,Kyrgyz
I don't mind,English
Я занят делами,Russian
Кийинки жолу,Kyrgyz
Жакшы жатып ал,Kyrgyz
Эмне болду?,Kyrgyz
Погода супер,Russian
Добрый день,Russian
Я тебе верю,Russian
Как дела?,Russian
I love it,English
Ты уже дома?,Russian
Дагы сүйлөшөлү,Kyrgyz
Мага жардам берчи,Kyrgyz
It's okay,English
Я постараюсь,Russian
It's up to you,English
Мага билдир,Kyrgyz
I'm almost there,English
Кайдан келдиң?,Kyrgyz
How's the weather?,English
Доброй ночи,Russian
Кутман таң,Kyrgyz
Ты ошибаешься,Russian
I'm at work,English
You're amazing,English
У нас встреча,Russian
Ты слышал новости?,Russian
Сен даярсыңбы?,Kyrgyz
Я постараюсь,Russian
It's important,English
Это возможно сделать?,Russian
Чем занимаешься?,Russian
Do you work here?,English
Я в пути,Russian
Как погода там?,Russian
Эртең кетем,Kyrgyz
I'm angry,English
Жакшы иш жасадың,Kyrgyz
Ты где пропал?,Russian
Отличная идея,Russian
Great job,English
Жүр кеттик,Kyrgyz
Потом расскажу,Russian
Ты видел это?,Russian
Уже выехал,Russian
I'm at school,English
Ты устал?,Russian
Кутман күн,Kyrgyz
Это важно,Russian
Я быстро,Russian
Don't worry,English
Мен да макулмун,Kyrgyz
Кайдан келдиң?,Kyrgyz
Мне не нравится,Russian
Круто!,Russian
Сен даярсыңбы?,Kyrgyz
Бул кимдики?,Kyrgyz
Баары жакшы болот,Kyrgyz
You're amazing,English
Эмнеге барбайсың?,Kyrgyz
Телефон номериңди берчи,Kyrgyz
Бүгүн шашпайлы,Kyrgyz
Рахмат,Kyrgyz
Мен уктайм,Kyrgyz
Сүйүктүү тамагың кайсы?,Kyrgyz
I'll be there,English
Сен тапкычсың,Kyrgyz
Let's go,English
Ким келет?,Kyrgyz
Я на связи,Russian
Я передумаю,Russian
Мен түшүндүрүп берем,Kyrgyz
Я почти пришёл,Russian
Сурап көрсөм болобу?,Kyrgyz
I'm thinking about it,English
Is this yours?,English
I'm here,English
Жакшы билем,Kyrgyz
Мен түшүнгөн жокмун,Kyrgyz
Have a seat,English
Качан бош болосуң?,Kyrgyz
Кайтып кел,Kyrgyz
I'm on break,English
Мен ойлоп жатам,Kyrgyz
Позвони мне,Russian
See you at night,English
Come with me,English
Ты меня радуешь,Russian
Түшкү тамакка барабызбы?,Kyrgyz
It's too late,English
Ты когда свободен?,Russian
Баары жакшы,Kyrgyz
See you this evening,English
Давай сделаем это позже,Russian
Let's do it,English
Я уже еду,Russian
Пойдём вместе,Russian
Ты видел это?,Russian
See you soon,English
Can I join?,English
Ты уже дома?,Russian
Күтпөй койдум,Kyrgyz
Я скучаю,Russian
Let's visit this place,English
Are you at home?,English
Түштүккө кетти,Kyrgyz
Это сложно,Russian
Thank you,English
Как долго ждать?,Russian
Будь внимателен,Russian
Где встретимся?,Russian
Ты слышал новости?,Russian
Будь внимателен,Russian
Go ahead,English
I'm tired,English
What's new?Good evening,English
Кутман кеч,Kyrgyz
Добрый вечер,Russian
Кайра айтчы,Kyrgyz
I'm listening,English
Келгиле чай ичели,Kyrgyz
Мен даярмын,Kyrgyz
I agree,English
I'm proud of you,English
Are you at home?,English
Мен түшүндүрүп берем,Kyrgyz
Бактылуу бол,Kyrgyz
Не забудь,Russian
Это просто,Russian
Менин сүйүктүү тамагым,Kyrgyz
Доброе утро,Russian
Ты где пропадал?,Russian
Я в пути,Russian
Я тебе напишу,Russian
I love it,English
Давай завтра,Russian
Спасибо за помощь,Russian
Мне надо подумать,Russian
Сен барасыңбы?,Kyrgyz
You did great,English
You made it,English
Ты мне нравишься,Russian
Кутман таң,Kyrgyz
Is this yours?,English
ДоговорилисьТы идешь со мной?,Russian
А у тебя?,Russian
Чакырдыңбы?,Kyrgyz
How was work?,English
Кайра айтчы,Kyrgyz
Жолуңуз ачык болсун,Kyrgyz
Дүкөнгө барасыңбы?,Kyrgyz
Of course,English
Let's move,English
I'm sad,English
Maybe later,English
It was a long day,English
Баары жайында,Kyrgyz
Түштүккө кетти,Kyrgyz
It's easy,English
Уже выехал,Russian
Менин телефонум өчүп калды,Kyrgyz
Мага жардам берчи,Kyrgyz
Мен түшүнгөн жокмун,Kyrgyz
Давай завтра,Russian
I'll be there,English
Давай выпьем чаю,Russian
Мен келдим,Kyrgyz
See you there,English
Кайда барасың?,Kyrgyz
Менин оюмча,Kyrgyz
Я на работе,Russian
Погода плохая,Russian
Do you like traveling?,English
How was your trip?,English
Что происходит?,Russian
Бирге баралы,Kyrgyz
I'm feeling better,English
I like it,English
Можно обсудить?,Russian
Дүкөнгө чогуу баралы,Kyrgyz
Сураныч,Kyrgyz
Рахмат,Kyrgyz
Я согласен,Russian
See you this evening,English
Что будешь пить?,Russian
Let's take a break,English
Я на работе,Russian
Жол жакшыбы?,Kyrgyz
Пойдём гулять,Russian
Take care,English
Not really,English
I'm so excited,English
Эртең саат канчада?,Kyrgyz
Жакшы эс алуу болсун,Kyrgyz
Я голоден,Russian
Түштүккө барабызбы?,Kyrgyz
Уже выехал,Russian
Мен уктайм,Kyrgyz
Сага жардам бере аламбы?,Kyrgyz
Биз кеттик,Kyrgyz
